car_id,price,Kilometers,hp,Brand,age,Users,gas,CC,Weight,QuartTax,door,ind_red_YES,ind_Automatic_YES,ind_Owner_gender_F,ind_Sport_YES,ind_Metalilic_YES,Kilometers_miss,gas_miss,Weight_miss
3195,7390,96480.0,90,1,23,1,500.0,2200,1250.0,210,4,0,0,0,1,1,0,0,0
2609,14490,101770.0,70,3,22,1,497.0,1800,1165.0,100,2,0,1,0,1,0,0,0,0
1595,19470,98820.0,90,6,25,1,379.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
790,19160,82630.0,110,5,24,1,380.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
1700,10620,87140.0,90,3,23,2,334.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
2417,11570,91540.0,192,1,24,1,300.0,2200,1195.0,210,4,0,0,1,0,1,0,0,0
2133,12900,86370.0,90,1,24,2,491.0,1900,1170.0,120,4,0,1,0,1,0,0,0,0
3612,26540,103320.0,110,4,24,1,303.0,1900,1195.0,160,4,0,1,1,0,0,0,0,0
551,14730,149370.0,90,3,22,1,525.0,2200,1250.0,80,4,0,1,0,1,1,0,0,0
3705,15660,81520.0,110,2,22,1,373.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
4130,57230,79420.0,192,5,23,3,562.0,1600,1165.0,100,2,1,1,0,1,0,0,0,0
1198,13090,85740.0,70,2,23,1,378.0,2200,1195.0,210,4,0,1,1,0,0,0,0,0
3626,10920,104670.0,110,3,23,2,375.0,1800,1170.0,100,4,0,0,0,0,0,0,0,0
2464,17800,72010.0,90,5,23,2,356.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
3288,13240,112951.59803318992,90,3,24,1,377.0,1900,1195.0,160,4,0,1,1,0,0,1,0,0
772,20120,85350.0,90,5,23,1,294.0,2200,1195.0,190,4,0,1,1,0,0,0,0,0
1974,23610,89870.0,192,5,24,2,573.0,1800,1165.0,100,2,0,1,0,1,0,0,0,0
1157,17520,93390.0,90,4,25,2,390.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
2586,16890,101200.0,192,1,23,1,526.0,2200,1195.0,190,4,1,1,0,1,0,0,0,0
4718,10260,107530.0,110,2,24,1,365.0,1900,1186.0,160,4,1,0,1,0,0,0,0,0
4346,12630,79940.0,90,4,24,2,374.0,1800,1170.0,100,4,0,0,0,0,0,0,0,0
2369,11190,72140.0,192,2,24,1,543.0,2000,1195.0,160,4,1,0,0,1,0,0,0,0
3902,26560,94320.0,192,6,23,2,329.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
3645,13890,112951.59803318992,70,4,24,1,380.0,2200,1195.0,190,4,0,1,1,0,0,1,0,0
3895,12940,112951.59803318992,90,4,25,1,408.0,2000,1195.0,190,4,0,1,1,0,0,1,0,0
2403,15860,100820.0,70,5,22,1,508.0,2000,1195.0,190,4,1,1,0,1,0,0,0,0
1580,14670,74240.0,90,2,24,1,362.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
4206,17670,91760.0,90,5,23,1,420.51064684612294,2000,1195.0,190,4,0,1,1,0,0,0,1,0
3482,18360,74410.0,110,2,24,1,385.0,2200,1189.3311201542085,210,4,0,1,1,0,1,0,0,1
3588,13790,102000.0,192,6,25,2,405.0,1800,1170.0,100,4,0,0,0,0,0,0,0,0
2980,11680,101770.0,110,5,24,2,379.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
716,14350,78570.0,90,1,25,1,493.0,2200,1195.0,210,4,0,1,0,1,1,0,0,0
5148,13830,97340.0,192,4,25,2,341.0,1900,1170.0,120,4,0,0,0,0,0,0,0,0
2499,10880,101220.0,90,5,24,3,301.0,1600,1165.0,100,2,0,0,0,0,0,0,0,0
3544,16220,82890.0,192,1,24,1,569.0,1900,1186.0,160,4,1,1,0,1,0,0,0,0
2694,18770,106630.0,192,3,23,2,493.0,1800,1170.0,120,4,0,1,0,1,0,0,0,0
1088,13330,81750.0,90,4,24,3,500.0,1600,1165.0,100,2,0,0,0,1,0,0,0,0
3286,15810,87310.0,90,2,24,1,529.0,2200,1250.0,210,4,0,1,0,1,1,0,0,0
2181,12490,82260.0,192,2,26,2,420.0,1800,1170.0,120,4,0,0,0,1,0,0,0,0
3986,22380,92160.0,192,4,22,1,299.0,1800,1165.0,100,2,0,1,0,0,0,0,0,0
1420,22660,73790.0,192,6,24,3,437.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
3113,52250,94240.0,192,5,25,1,497.0,1900,1186.0,160,4,0,1,0,1,0,0,0,0
4756,11660,87650.0,90,3,23,1,401.0,2200,1195.0,210,4,1,0,0,1,0,0,0,0
753,16570,104820.0,90,4,23,2,327.0,1800,1165.0,100,2,1,1,0,0,0,0,0,0
3459,14190,76700.0,110,1,23,1,525.0,2000,1195.0,190,4,1,1,0,1,0,0,0,0
3729,15030,95300.0,70,3,24,2,332.0,1800,1189.3311201542085,100,4,0,1,0,0,0,0,0,1
4015,16960,84400.0,110,4,22,1,341.0,2200,1195.0,210,4,0,1,1,0,0,0,0,0
2274,52210,75680.0,192,6,23,1,514.0,2200,1195.0,210,4,0,1,0,1,1,0,0,0
4460,16310,71760.0,110,5,26,3,398.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
1793,15980,86440.0,90,1,24,1,609.0,2200,1189.3311201542085,80,4,0,1,0,1,1,0,0,1
1278,11790,80490.0,110,5,24,1,284.0,2200,1250.0,80,4,0,0,1,0,1,0,0,0
42,11310,81390.0,110,4,23,1,516.0,2000,1195.0,160,4,1,0,0,1,0,0,0,0
3024,12420,94500.0,110,4,23,2,600.0,1800,1189.3311201542085,100,4,1,0,0,1,0,0,0,1
439,39140,91830.0,192,4,25,1,472.0,2200,1195.0,190,4,1,1,0,1,0,0,0,0
644,11700,89110.0,90,4,25,1,593.0,2000,1195.0,160,4,0,0,0,1,0,0,0,0
95,46620,75620.0,192,6,21,1,531.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
2665,16290,110480.0,192,1,25,1,540.0,1900,1195.0,160,4,0,1,0,1,0,0,0,0
2660,9040,112951.59803318992,90,4,23,1,289.0,2200,1250.0,80,4,0,0,1,0,1,1,0,0
5212,10030,104370.0,110,1,23,1,364.0,2200,1195.0,210,4,0,0,1,0,0,0,0,0
4238,19660,95990.0,110,6,25,1,323.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
3250,18680,86150.0,70,6,25,2,387.0,1900,1189.3311201542085,120,4,1,1,1,0,0,0,0,1
4544,42890,87310.0,192,4,23,1,345.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
4742,13200,83380.0,192,6,24,2,366.0,1800,1170.0,120,4,0,0,0,0,0,0,0,0
4393,9300,94610.0,70,3,25,2,354.0,1800,1170.0,100,4,0,0,0,0,0,0,0,0
2714,26770,72450.0,192,4,23,2,614.0,1800,1170.0,100,4,1,1,0,1,0,0,0,0
72,16070,110930.0,192,1,24,2,306.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
3532,14340,95270.0,90,2,24,1,302.0,2200,1195.0,210,4,0,1,1,0,0,0,0,0
1340,21890,86480.0,192,3,24,1,322.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
1608,17420,88240.0,192,1,24,2,420.51064684612294,1900,1186.0,120,4,0,1,1,0,0,0,1,0
902,15880,101310.0,192,1,24,3,559.0,1600,1165.0,100,2,1,1,0,1,0,0,0,0
1119,18850,87050.0,110,6,25,2,369.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
324,16070,101640.0,110,2,25,1,312.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
4326,17380,73830.0,90,3,25,1,311.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
263,17150,105570.0,192,2,23,1,525.0,1900,1186.0,160,4,0,1,0,1,0,0,0,0
2280,21240,89250.0,90,5,25,3,340.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
3951,16280,103580.0,192,1,24,2,484.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
2336,16930,73570.0,70,4,22,2,363.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
2589,20510,78760.0,192,1,23,2,292.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
1529,15380,93700.0,110,3,24,1,286.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
4312,10240,95130.0,110,3,23,1,359.0,2200,1250.0,80,4,0,0,1,0,1,0,0,0
3739,15390,104670.0,110,5,25,1,349.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
1282,13570,106150.0,192,5,24,1,319.0,2200,1195.0,210,4,0,0,1,0,1,0,0,0
1455,56500,98950.0,192,6,23,1,408.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
1990,15890,110310.0,110,1,25,2,428.0,1800,1189.3311201542085,100,4,0,1,0,1,0,0,0,1
3347,18320,87640.0,192,6,24,1,325.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
1146,14040,107820.0,192,3,24,2,369.0,1800,1165.0,100,2,0,0,0,0,0,0,0,0
3362,19810,73920.0,110,5,23,1,358.0,1900,1189.3311201542085,160,4,0,1,1,0,0,0,0,1
4660,20090,73570.0,192,5,24,3,476.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
1308,23540,76180.0,192,4,24,2,297.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
1986,59500,106680.0,192,4,26,1,353.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
3963,12060,73610.0,192,1,24,1,447.0,2000,1189.3311201542085,190,4,0,0,1,0,0,0,0,1
2629,28220,84770.0,192,5,23,1,535.0,2000,1195.0,160,4,0,1,0,1,0,0,0,0
689,16300,86050.0,90,4,23,2,317.0,1800,1165.0,100,4,0,1,0,0,0,0,0,0
356,18240,96810.0,110,6,24,1,249.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
2560,11610,85130.0,110,4,24,2,323.0,1800,1189.3311201542085,120,4,0,0,0,0,0,0,0,1
811,10530,97620.0,110,2,23,1,519.0,2200,1195.0,210,4,1,0,0,1,1,0,0,0
4290,12230,73640.0,192,4,26,3,473.0,1600,1165.0,100,2,0,0,0,1,0,0,0,0
5155,13280,82700.0,70,2,24,1,364.0,1900,1186.0,160,4,1,1,1,0,0,0,0,0
4291,20580,97070.0,192,4,24,2,339.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
3837,12900,83110.0,70,1,25,1,348.0,1900,1189.3311201542085,160,4,0,1,1,0,0,0,0,1
1550,16630,106250.0,192,2,25,1,588.0,2200,1250.0,80,4,1,1,0,1,1,0,0,0
5236,21640,78510.0,192,4,24,1,581.0,2000,1195.0,190,4,1,1,0,1,0,0,0,0
1717,19060,94210.0,110,6,23,1,420.51064684612294,2200,1195.0,190,4,0,1,0,1,0,0,1,0
2529,11660,81590.0,90,5,23,2,434.0,1800,1170.0,100,4,1,0,0,1,0,0,0,0
1452,10250,87830.0,90,4,24,1,395.0,2000,1195.0,190,4,0,0,1,0,0,0,0,0
5055,16110,79310.0,90,2,25,1,555.0,2200,1195.0,210,4,0,1,0,1,0,0,0,0
3170,16980,109240.0,90,6,24,2,420.51064684612294,1800,1170.0,100,4,0,1,0,0,0,0,1,0
3952,18910,81330.0,192,3,25,2,360.0,1800,1165.0,100,2,0,1,0,0,0,0,0,0
499,16210,110200.0,110,4,25,1,502.0,2000,1195.0,160,4,1,1,0,1,0,0,0,0
2494,17490,86070.0,90,5,25,1,308.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
2620,16580,111040.0,110,4,24,2,420.51064684612294,1800,1165.0,100,2,0,1,0,1,0,0,1,0
987,10380,112951.59803318992,192,4,22,1,351.0,2000,1195.0,190,4,0,0,1,0,0,1,0,0
3972,15450,93790.0,90,3,23,1,561.0,2000,1195.0,160,4,0,1,0,1,0,0,0,0
345,16450,112951.59803318992,192,1,25,1,405.0,2000,1195.0,190,4,0,1,1,0,0,1,0,0
3181,11790,112951.59803318992,70,3,26,2,608.0,1900,1189.3311201542085,120,4,0,1,0,1,0,1,0,1
4514,17930,109020.0,90,4,25,2,364.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
3006,18830,74020.0,90,6,24,1,351.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
701,16310,88890.0,110,5,25,1,350.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
289,19970,82840.0,192,1,24,2,284.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
1832,24210,93420.0,192,4,24,1,514.0,2000,1195.0,190,4,1,1,0,1,0,0,0,0
4886,9530,108810.0,90,3,23,1,420.51064684612294,2000,1195.0,160,4,0,0,0,1,0,0,1,0
3256,18930,94150.0,90,5,24,2,485.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
1726,14990,92070.0,110,3,24,1,529.0,2200,1250.0,210,4,0,1,0,1,1,0,0,0
5111,8280,108370.0,110,2,24,1,505.0,2200,1195.0,210,4,0,0,0,1,1,0,0,0
441,11580,105920.0,90,6,24,1,420.51064684612294,2000,1195.0,190,4,0,0,0,1,0,0,1,0
5181,15080,79340.0,90,2,24,1,467.0,2000,1195.0,160,4,0,1,0,1,0,0,0,0
4791,10990,82030.0,90,1,22,1,452.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
3461,11760,73060.0,90,2,24,1,403.0,2200,1195.0,210,4,0,0,1,0,1,0,0,0
4117,12050,211930.0,90,4,24,1,500.0,2200,1250.0,270,4,0,0,0,1,1,0,0,0
457,16050,101040.0,110,4,24,2,367.0,1600,1189.3311201542085,100,2,0,1,0,0,0,0,0,1
1837,23480,87520.0,192,4,25,2,605.0,1900,1186.0,120,4,1,1,0,1,0,0,0,0
1818,14230,106440.0,90,4,24,2,376.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
3511,14160,106590.0,90,2,24,2,341.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
2255,18470,95370.0,90,4,24,2,338.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
4687,16140,79430.0,192,1,24,2,353.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
898,18200,109280.0,70,5,23,2,352.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
4622,9990,72630.0,90,3,22,1,291.0,1800,1170.0,120,4,0,0,0,0,0,0,0,0
510,10730,89480.0,90,2,24,2,386.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
584,23200,102710.0,110,4,25,1,337.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
2498,10120,96340.0,90,2,24,1,420.51064684612294,1900,1186.0,160,4,0,0,1,0,0,0,1,0
2240,19190,99700.0,110,6,24,2,405.0,1900,1189.3311201542085,120,4,0,1,1,0,0,0,0,1
1636,15890,83660.0,110,4,24,1,324.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
1477,22510,211910.0,110,4,24,1,544.0,2200,1250.0,270,4,1,1,0,1,1,0,0,0
2564,14670,82810.0,90,2,23,2,423.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
4463,11660,84590.0,110,4,24,2,559.0,1800,1170.0,120,4,1,0,0,1,0,0,0,0
4524,16360,74270.0,110,4,24,1,383.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
175,6970,112951.59803318992,90,3,24,1,395.0,2000,1195.0,160,4,0,0,1,0,0,1,0,0
2860,19180,87800.0,110,2,25,1,286.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
3283,13940,103780.0,192,4,24,2,473.0,1800,1170.0,120,4,1,0,0,1,0,0,0,0
224,13300,112951.59803318992,90,5,23,2,587.0,1800,1170.0,100,4,0,1,0,1,0,1,0,0
3050,15900,112951.59803318992,192,3,23,2,339.0,1800,1170.0,100,4,0,1,0,0,0,1,0,0
4276,11090,98090.0,70,5,23,1,581.0,2000,1195.0,190,4,1,0,0,1,0,0,0,0
1283,15540,96360.0,110,1,23,1,376.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
1101,48200,98300.0,192,4,24,1,376.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
660,20740,87970.0,192,6,22,1,356.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
401,14470,107670.0,110,3,22,1,316.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
31,16960,88800.0,70,6,25,2,359.0,1900,1170.0,120,4,1,1,0,0,0,0,0,0
3039,20060,73490.0,110,5,25,3,407.0,1600,1165.0,100,2,1,1,0,0,0,0,0,0
3163,20180,99390.0,192,2,24,2,329.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
2709,16350,75240.0,110,4,26,2,272.0,1900,1186.0,120,4,0,1,1,0,0,0,0,0
4595,12880,91520.0,110,4,24,1,349.0,1900,1186.0,160,4,1,0,1,0,0,0,0,0
41,17940,89060.0,192,3,24,2,569.0,1800,1170.0,120,4,1,1,0,1,0,0,0,0
3687,10790,94010.0,90,3,24,2,494.0,1800,1170.0,120,4,0,0,0,1,0,0,0,0
5232,13380,99580.0,192,4,24,1,558.0,1900,1186.0,160,4,1,0,0,1,0,0,0,0
1315,19780,90040.0,110,6,25,2,355.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
663,25450,79660.0,192,5,23,2,275.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
1800,20050,86820.0,192,4,24,1,493.0,1900,1195.0,160,4,0,1,0,1,0,0,0,0
679,13500,91960.0,192,6,24,1,503.0,1900,1186.0,120,4,0,0,0,1,0,0,0,0
3243,15180,95330.0,90,2,25,1,519.0,1900,1186.0,160,4,0,1,0,1,0,0,0,0
4013,18560,112390.0,90,5,24,1,327.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
2684,66280,84950.0,192,6,24,1,368.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
4939,17130,104400.0,90,2,23,2,366.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
748,17170,83460.0,110,1,25,3,497.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
708,16310,87800.0,90,4,24,2,538.0,1800,1170.0,100,4,0,1,0,1,0,0,0,0
5064,12160,111760.0,192,3,23,2,420.51064684612294,1800,1170.0,120,4,0,0,0,1,0,0,1,0
1096,13410,97670.0,90,2,24,2,339.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
3327,11010,98070.0,110,5,24,2,438.0,1800,1170.0,100,4,0,0,0,0,0,0,0,0
1737,44410,84810.0,192,5,24,1,420.51064684612294,2000,1195.0,160,4,0,1,1,0,0,0,1,0
4108,11640,108580.0,110,4,25,1,399.0,2000,1195.0,190,4,0,0,1,0,0,0,0,0
3839,18620,104000.0,90,3,25,2,360.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
4794,37840,103040.0,192,5,24,1,420.51064684612294,2000,1195.0,190,4,0,1,0,1,0,0,1,0
1775,17010,83520.0,110,5,24,1,363.0,2200,1195.0,190,4,0,1,1,0,0,0,0,0
1566,15450,73120.0,110,3,24,1,330.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
2667,15170,101740.0,90,5,24,2,350.0,1900,1170.0,120,4,0,1,0,0,0,0,0,0
3367,9220,85100.0,110,2,24,3,510.0,1600,1165.0,100,2,1,0,0,1,0,0,0,0
2671,16170,93970.0,90,3,24,2,363.0,1900,1170.0,120,4,0,1,0,0,0,0,0,0
1668,19190,92130.0,192,3,24,1,467.0,1900,1195.0,160,4,0,1,0,1,0,0,0,0
3675,22390,174210.0,192,5,25,1,534.0,2200,1250.0,80,4,0,1,0,1,1,0,0,0
1478,12640,82930.0,192,3,24,2,420.51064684612294,1800,1170.0,120,4,0,0,0,1,0,0,1,0
5176,11540,82240.0,110,4,24,2,350.0,1800,1165.0,100,4,0,0,0,0,0,0,0,0
634,12820,104360.0,90,3,24,1,383.0,2200,1195.0,210,4,0,0,1,0,0,0,0,0
2263,12210,76380.0,192,3,25,2,541.0,1900,1170.0,120,4,0,0,0,1,0,0,0,0
2805,18930,112951.59803318992,192,5,24,3,587.0,1600,1165.0,100,2,1,1,0,1,0,1,0,0
4163,16180,188970.0,70,4,25,1,522.0,2200,1250.0,80,4,0,1,0,1,1,0,0,0
2993,25040,78430.0,192,6,25,1,472.0,2200,1195.0,190,4,0,1,0,1,0,0,0,0
850,17980,81900.0,110,5,24,2,576.0,1800,1170.0,120,4,0,1,0,1,0,0,0,0
4197,15830,94410.0,192,3,24,1,393.0,2200,1250.0,210,4,0,1,1,0,1,0,0,0
3809,16440,80070.0,90,4,25,3,584.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
3084,11390,104450.0,90,4,23,1,385.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
416,21700,112480.0,192,2,24,2,357.0,1900,1170.0,120,4,0,1,0,0,0,0,0,0
1834,16260,96430.0,70,3,24,1,353.0,2200,1195.0,190,4,0,1,1,0,0,0,0,0
3746,19880,77640.0,192,5,26,3,360.0,1600,1165.0,100,2,1,1,0,0,0,0,0,0
1343,19970,93390.0,192,5,24,2,322.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
2041,11690,109530.0,90,3,25,2,481.0,1800,1170.0,100,4,1,0,0,1,0,0,0,0
2623,11840,90440.0,90,3,22,1,393.0,2200,1195.0,210,4,0,0,1,0,1,0,0,0
232,16550,79370.0,110,2,24,3,605.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
20,10030,102520.0,90,4,24,1,440.0,1900,1186.0,160,4,0,0,0,1,0,0,0,0
2909,13320,97440.0,192,1,25,2,341.0,1800,1170.0,120,4,0,0,0,0,0,0,0,0
1555,16710,112951.59803318992,192,3,25,1,346.0,2000,1189.3311201542085,160,4,0,1,1,0,0,1,0,1
1969,9910,74550.0,110,2,25,1,429.0,2000,1195.0,190,4,1,0,0,1,0,0,0,0
3640,15250,111730.0,110,2,24,2,300.0,1900,1186.0,120,4,1,1,1,0,0,0,0,0
5096,9620,78890.0,70,1,26,1,340.0,2200,1250.0,80,4,1,0,1,0,1,0,0,0
5194,15790,89660.0,192,1,25,1,576.0,2200,1250.0,80,4,0,1,0,1,1,0,0,0
3144,14840,110220.0,70,4,26,1,373.0,1900,1195.0,160,4,0,1,1,0,0,0,0,0
709,11030,106570.0,110,4,24,3,470.0,1600,1165.0,100,2,1,0,0,0,0,0,0,0
3206,54700,85730.0,192,4,25,1,283.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
855,17850,104510.0,110,5,25,1,543.0,1900,1186.0,160,4,0,1,0,1,0,0,0,0
2877,12640,110540.0,90,4,25,2,359.0,1800,1189.3311201542085,100,4,0,0,0,0,0,0,0,1
2603,15500,102710.0,110,3,23,2,332.0,1900,1170.0,120,4,0,1,0,0,0,0,0,0
636,18220,77890.0,192,2,25,2,310.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
4038,10070,101970.0,70,3,27,1,544.0,2200,1250.0,210,4,1,0,0,1,1,0,0,0
2400,16170,112951.59803318992,192,3,24,2,584.0,1600,1165.0,100,2,0,1,0,1,0,1,0,0
3340,5630,112951.59803318992,90,1,25,2,323.0,1800,1170.0,120,4,0,0,0,0,0,1,0,0
586,15710,97770.0,90,6,25,2,401.0,1800,1189.3311201542085,100,4,0,1,0,0,0,0,0,1
2818,14710,112951.59803318992,110,5,23,1,415.0,2000,1195.0,160,4,1,1,1,0,0,1,0,0
1067,16660,114190.0,192,2,23,1,550.0,1900,1186.0,160,4,0,1,0,1,0,0,0,0
2264,13080,112030.0,110,4,23,1,608.0,2200,1189.3311201542085,190,4,0,0,0,1,0,0,0,1
475,13210,101900.0,192,4,23,1,326.0,2200,1250.0,80,4,0,0,1,0,1,0,0,0
3015,23210,96900.0,192,4,25,2,624.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
4494,54640,210960.0,192,5,25,1,419.0,2200,1250.0,80,4,0,1,0,0,1,0,0,0
3422,20190,91240.0,90,6,23,1,496.0,1900,1186.0,120,4,0,1,0,1,0,0,0,0
887,18050,109990.0,90,4,23,1,390.0,1900,1195.0,160,4,0,1,1,0,0,0,0,0
3749,13090,95970.0,70,1,25,3,346.0,1600,1189.3311201542085,100,2,0,1,0,0,0,0,0,1
2708,12370,92970.0,110,3,24,3,432.0,1600,1165.0,100,2,0,0,0,1,0,0,0,0
1059,19220,101410.0,192,1,23,2,326.0,1900,1170.0,120,4,0,1,0,0,0,0,0,0
4910,17700,90030.0,192,1,24,2,396.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
3984,14150,188160.0,110,2,23,1,360.0,2200,1250.0,80,4,0,1,0,0,1,0,0,0
3852,17180,105780.0,90,4,24,1,351.0,2200,1250.0,80,4,0,1,1,0,1,0,0,0
3916,9310,79310.0,90,4,24,1,494.0,1900,1186.0,160,4,0,0,0,1,0,0,0,0
5149,14740,114430.0,110,3,25,1,372.0,2200,1195.0,210,4,0,1,1,0,1,0,0,0
4298,19620,86850.0,110,6,25,2,373.0,1800,1170.0,100,4,0,1,0,0,0,0,0,0
2525,16230,74740.0,192,4,24,1,470.0,2200,1189.3311201542085,210,4,0,1,0,1,1,0,0,1
3519,13630,90000.0,90,1,23,1,307.0,1900,1186.0,160,4,0,1,1,0,0,0,0,0
581,16720,108360.0,70,6,25,1,324.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
3353,15320,88450.0,110,4,26,1,308.0,1900,1186.0,160,4,1,1,1,0,0,0,0,0
3356,15340,86910.0,110,3,24,1,587.0,2200,1250.0,80,4,1,1,0,1,1,0,0,0
3382,12070,100280.0,192,3,24,2,318.0,1900,1186.0,120,4,0,0,1,0,0,0,0,0
2990,21380,89000.0,192,4,25,3,319.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
30,16440,73870.0,110,3,23,2,331.0,1800,1170.0,120,4,0,1,0,0,0,0,0,0
2300,17710,101870.0,110,3,24,1,519.0,2000,1195.0,190,4,0,1,0,1,0,0,0,0
4000,10930,112951.59803318992,192,4,25,2,365.0,1900,1186.0,120,4,0,0,1,0,0,1,0,0
1,16150,165470.0,110,3,25,1,407.0,2200,1250.0,270,4,0,1,0,0,1,0,0,0
4467,17350,112951.59803318992,110,6,25,3,383.0,1600,1165.0,100,2,0,1,0,0,0,1,0,0
1831,12680,92600.0,192,4,24,2,315.0,1800,1170.0,120,4,0,0,0,0,0,0,0,0
5116,13610,109670.0,110,6,25,1,629.0,2200,1250.0,80,4,0,0,0,1,1,0,0,0
4342,12540,112951.59803318992,90,2,24,2,341.0,1800,1170.0,100,4,0,1,0,0,0,1,0,0
1413,19820,90360.0,110,5,23,1,348.0,2000,1195.0,160,4,0,1,1,0,0,0,0,0
4525,14900,84500.0,90,2,25,1,376.0,2000,1189.3311201542085,190,4,0,1,1,0,0,0,0,1
4152,16570,107270.0,110,4,25,1,420.51064684612294,2000,1195.0,160,4,0,1,1,0,0,0,1,0
2683,16910,84030.0,192,2,26,1,352.0,1900,1189.3311201542085,160,4,0,1,1,0,0,0,0,1
592,11600,79070.0,90,5,23,1,502.0,2200,1195.0,190,4,0,0,0,1,0,0,0,0
3512,12130,102930.0,110,5,24,1,375.0,2000,1195.0,160,4,0,0,1,0,0,0,0,0
2247,17280,114440.0,90,3,24,3,467.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
3359,11690,85320.0,192,3,26,1,418.0,2200,1250.0,210,4,0,0,1,0,1,0,0,0
1183,16420,94860.0,192,2,26,3,458.0,1600,1165.0,100,2,0,1,0,1,0,0,0,0
2861,13670,88580.0,110,4,24,1,303.0,2200,1195.0,210,4,0,0,1,0,0,0,0,0
4621,12080,74300.0,90,4,25,3,532.0,1600,1165.0,100,2,0,0,0,1,0,0,0,0
849,15970,92870.0,110,1,25,1,374.0,2000,1195.0,190,4,0,1,1,0,0,0,0,0
917,15040,100210.0,192,1,25,3,355.0,1600,1165.0,100,2,0,1,0,0,0,0,0,0
